CGPA,Internships,Projects,Workshops/Certification,AptitudeTestScore,Skill Test Score,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
3.11,1,1,1,78,4.7,No,No,55,69,NotPlaced
3.42,1,2,0,77,4.3,Yes,Yes,61,83,Placed
3.29,0,2,0,71,3.8,No,No,55,64,NotPlaced
3.73,2,3,2,87,4.5,Yes,Yes,77,86,Placed
2.89,1,2,0,72,4.1,No,No,55,70,NotPlaced
3.38,1,1,1,67,4.5,No,No,55,74,NotPlaced
3.16,1,1,0,77,4.1,No,Yes,74,66,NotPlaced
3.33,1,1,2,68,4.6,Yes,No,62,70,NotPlaced
2.89,1,1,0,75,3.9,No,No,59,82,NotPlaced
3.51,1,2,0,84,4.6,Yes,No,73,84,Placed
2.89,1,1,1,83,3.8,Yes,No,72,72,Placed
3.6,2,3,3,90,4.6,Yes,Yes,77,85,Placed
3.69,1,3,2,90,4.5,Yes,Yes,75,79,Placed
3.87,1,3,2,86,4.7,Yes,Yes,67,86,NotPlaced
3.33,0,2,0,74,3.7,No,Yes,55,72,NotPlaced
3.42,2,1,0,85,4.4,Yes,No,66,75,Placed
3.02,1,1,0,76,4.3,No,No,67,65,NotPlaced
3.78,1,3,1,82,4.7,Yes,Yes,76,88,Placed
3.51,0,2,0,70,4.7,Yes,Yes,77,85,Placed
3.29,1,1,0,85,3.7,No,No,57,67,NotPlaced
3.6,1,2,0,79,4.1,Yes,Yes,85,68,Placed
3.78,0,1,0,74,4.3,No,Yes,68,83,NotPlaced
2.93,1,3,2,90,4.3,Yes,Yes,82,80,Placed
3.73,2,2,2,83,4.5,Yes,Yes,84,86,Placed
3.24,0,2,1,71,4.4,No,No,68,69,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,74,88,Placed
3.78,2,3,2,88,4.8,Yes,Yes,82,87,Placed
3.73,2,3,2,86,4.4,Yes,Yes,72,61,Placed
3.64,2,3,2,90,4.7,Yes,No,75,85,Placed
3.6,1,3,1,76,4.2,No,Yes,73,84,Placed
3.29,1,1,2,85,4.4,Yes,No,75,67,Placed
3.42,0,1,0,81,4.8,Yes,No,55,70,NotPlaced
3.29,1,1,1,68,3.9,Yes,Yes,62,63,NotPlaced
3.64,1,2,2,90,4.8,Yes,Yes,74,86,Placed
3.64,2,3,2,87,4.6,Yes,No,87,86,Placed
3.38,0,3,0,90,4.8,Yes,Yes,85,83,Placed
3.33,2,2,0,73,3.3,No,No,55,62,NotPlaced
3.73,2,1,2,86,4.4,Yes,Yes,83,81,Placed
3.56,1,2,0,87,3.6,No,Yes,55,61,NotPlaced
3.78,2,3,2,85,4.4,Yes,Yes,74,83,NotPlaced
3.24,0,3,0,77,4.6,Yes,Yes,87,88,NotPlaced
3.69,1,2,0,80,4.8,Yes,Yes,73,83,Placed
3.82,0,1,0,77,4.1,No,Yes,60,71,NotPlaced
3.33,1,1,1,70,3.6,No,Yes,55,64,NotPlaced
3.91,2,1,2,83,4.8,Yes,Yes,84,83,Placed
3.69,2,3,2,84,4.8,Yes,Yes,77,82,Placed
2.93,0,1,3,75,3.9,No,No,56,73,NotPlaced
3.51,2,3,2,90,4.6,Yes,Yes,82,81,Placed
2.98,1,1,0,75,4.1,Yes,Yes,70,68,NotPlaced
3.56,1,2,1,82,4.4,No,Yes,81,65,Placed
3.29,2,2,2,87,4,Yes,Yes,79,84,Placed
3.42,2,2,1,74,4.6,No,No,61,64,NotPlaced
3.16,1,3,2,86,4.8,Yes,Yes,61,85,NotPlaced
3.78,2,3,2,88,4.6,Yes,No,68,87,Placed
2.89,0,1,1,70,4.2,No,No,70,65,NotPlaced
3.2,2,1,1,78,4.3,Yes,Yes,90,63,Placed
3.51,0,1,0,80,4.5,Yes,Yes,58,81,Placed
3.33,1,3,0,71,4,No,No,64,85,NotPlaced
3.42,2,3,2,86,4.6,Yes,Yes,61,84,Placed
3.07,0,3,2,78,4.3,Yes,Yes,84,73,Placed
3.38,1,2,0,80,4.4,No,No,61,72,NotPlaced
3.87,1,3,0,77,3.5,Yes,Yes,56,58,Placed
3.78,2,1,2,77,4.5,Yes,Yes,66,71,Placed
3.64,1,2,0,87,4.2,Yes,Yes,73,84,NotPlaced
3.6,2,3,2,78,3.4,Yes,Yes,83,81,Placed
3.51,1,3,2,90,4.7,Yes,Yes,83,82,Placed
3.47,2,3,2,90,4.8,Yes,Yes,68,87,Placed
3.56,2,1,0,82,4.6,Yes,Yes,61,79,Placed
3.69,1,2,1,71,4,Yes,Yes,55,61,NotPlaced
3.82,1,2,3,75,4.5,Yes,Yes,56,85,Placed
3.38,0,1,0,64,3.7,No,No,62,68,NotPlaced
3.33,1,1,1,72,4,No,Yes,63,62,NotPlaced
2.93,1,1,0,73,4.6,No,No,66,72,NotPlaced
3.6,2,2,1,86,4.4,Yes,Yes,57,65,Placed
3.42,2,3,0,83,4.6,Yes,No,80,75,NotPlaced
3.6,1,3,2,90,4.6,Yes,Yes,72,88,Placed
3.56,1,3,2,85,4.8,Yes,Yes,76,83,Placed
3.6,2,1,1,87,4.1,Yes,Yes,55,69,NotPlaced
3.38,1,2,1,90,4.5,Yes,Yes,68,86,NotPlaced
3.73,2,1,2,87,4.5,Yes,No,63,82,Placed
2.93,0,1,1,81,3.5,No,Yes,55,70,NotPlaced
2.98,1,1,0,76,4.6,Yes,No,79,65,Placed
3.69,0,3,2,78,4.1,Yes,Yes,65,65,Placed
3.69,1,2,1,80,4.7,Yes,Yes,74,81,NotPlaced
3.11,1,2,0,89,4.6,Yes,No,83,82,NotPlaced
2.98,1,3,0,74,4.5,Yes,Yes,72,63,NotPlaced
3.73,1,3,2,83,4.8,Yes,Yes,65,71,Placed
3.6,0,3,2,89,4.8,Yes,Yes,72,85,Placed
3.24,0,1,0,75,3.7,No,No,60,70,NotPlaced
3.64,0,3,2,79,3.9,No,Yes,81,65,NotPlaced
3.42,1,3,0,90,4.3,Yes,Yes,80,78,Placed
3.78,1,3,2,75,4.1,Yes,Yes,76,77,Placed
3.02,1,2,0,78,3.8,No,Yes,77,66,NotPlaced
3.51,2,3,2,85,4.4,Yes,Yes,86,76,Placed
3.78,0,3,0,83,4.8,Yes,Yes,78,86,NotPlaced
3.38,1,1,0,66,3.2,No,No,55,63,NotPlaced
3.24,1,3,0,87,4.6,Yes,No,55,70,NotPlaced
3.33,0,1,0,67,4.5,No,No,87,70,NotPlaced
3.64,0,3,2,86,3.9,Yes,Yes,75,84,NotPlaced
3.56,1,1,0,81,4.6,Yes,Yes,85,87,NotPlaced
3.47,1,3,2,90,4.8,Yes,Yes,86,70,Placed
3.82,1,3,2,79,4.3,Yes,Yes,88,80,Placed
3.64,2,3,2,75,4.2,Yes,Yes,75,81,Placed
3.69,2,3,2,89,4.7,Yes,Yes,84,82,Placed
3.29,0,1,0,66,4.2,No,No,63,73,NotPlaced
3.78,0,3,2,90,4.8,Yes,Yes,70,88,Placed
3.29,1,3,1,83,4.3,Yes,Yes,55,61,Placed
3.73,2,3,3,90,4.7,Yes,Yes,85,80,Placed
3.24,1,1,0,76,4.3,No,Yes,63,69,NotPlaced
3.11,0,1,1,67,4.1,No,Yes,69,81,NotPlaced
2.98,0,2,1,73,4.2,No,Yes,63,62,NotPlaced
3.38,1,2,0,65,4.3,Yes,Yes,71,62,NotPlaced
3.33,1,2,3,76,3.7,No,Yes,55,67,NotPlaced
3.24,0,2,0,79,3.8,No,Yes,83,81,NotPlaced
3.24,0,1,0,60,3.2,No,No,55,62,NotPlaced
3.42,0,1,1,60,4.7,No,No,59,62,NotPlaced
3.64,2,3,2,87,4.6,Yes,Yes,81,86,Placed
3.56,1,2,1,73,4.4,Yes,Yes,84,75,Placed
3.38,1,1,1,75,4.1,Yes,Yes,55,68,NotPlaced
3.47,1,2,2,77,4.3,No,No,81,83,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,77,88,Placed
3.11,1,2,0,89,4.1,Yes,No,70,68,NotPlaced
3.42,0,2,1,81,4.1,Yes,Yes,69,85,NotPlaced
3.42,1,1,0,70,4.8,No,Yes,55,67,NotPlaced
3.11,1,2,0,68,4,No,Yes,55,74,NotPlaced
3.64,2,3,2,90,4.7,Yes,Yes,74,87,Placed
3.29,1,1,1,67,3.3,No,No,55,63,NotPlaced
3.69,2,3,2,88,4.7,Yes,Yes,75,85,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,81,80,Placed
2.98,0,3,2,88,4.7,Yes,Yes,82,82,Placed
3.29,1,1,0,70,3.7,No,Yes,61,72,NotPlaced
3.64,1,3,0,84,4.7,Yes,Yes,71,81,Placed
3.42,2,2,3,83,4.3,Yes,Yes,75,80,NotPlaced
3.64,1,3,2,90,4.8,Yes,Yes,85,84,Placed
3.87,2,3,2,89,4.8,Yes,Yes,77,83,Placed
3.64,1,1,0,77,4.1,Yes,Yes,79,65,NotPlaced
3.38,1,1,1,71,4.2,No,No,57,75,NotPlaced
3.51,2,3,2,89,4.4,Yes,Yes,89,86,Placed
2.98,1,1,0,89,4.6,No,No,55,68,NotPlaced
3.47,0,2,0,78,4.8,Yes,Yes,75,86,Placed
3.69,2,3,2,90,4.8,Yes,Yes,81,84,Placed
3.69,1,2,2,89,4.8,Yes,Yes,81,62,Placed
3.42,0,2,0,76,4.7,Yes,No,67,81,Placed
3.38,1,2,2,70,4.5,Yes,No,55,72,NotPlaced
3.11,1,1,2,75,4.4,Yes,No,59,68,NotPlaced
2.89,1,1,0,67,3.9,No,No,58,74,NotPlaced
3.38,1,3,2,83,4.5,Yes,Yes,68,73,NotPlaced
2.98,1,1,0,81,4.1,No,No,55,64,NotPlaced
3.51,2,3,2,86,4.8,Yes,Yes,71,84,NotPlaced
3.33,0,1,0,70,3.8,No,No,56,69,NotPlaced
3.47,2,3,0,89,4.5,Yes,Yes,77,82,Placed
3.33,1,2,1,82,4.7,No,Yes,55,72,NotPlaced
3.73,2,3,2,89,4.4,Yes,Yes,78,84,NotPlaced
3.47,0,3,0,78,4.4,No,No,74,79,Placed
3.42,2,3,2,87,4.8,Yes,Yes,77,86,Placed
2.89,0,1,0,81,4.2,No,No,55,69,NotPlaced
3.69,0,3,0,84,4.4,Yes,No,72,83,Placed
3.42,1,1,1,79,4,Yes,Yes,84,65,NotPlaced
2.89,1,2,0,69,4,No,No,58,72,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,68,87,Placed
3.69,2,3,2,90,4.8,Yes,No,85,83,Placed
3.38,1,1,0,65,3.1,No,No,58,69,NotPlaced
3.87,1,3,2,90,4.8,Yes,Yes,80,83,Placed
3.24,1,1,0,66,4.3,No,Yes,55,68,NotPlaced
2.89,0,1,0,79,4.3,No,No,66,62,NotPlaced
3.87,2,3,3,90,4.6,Yes,Yes,77,87,Placed
2.98,1,2,2,83,4.8,Yes,No,65,80,Placed
3.6,1,2,2,83,4.4,Yes,Yes,85,66,Placed
3.2,1,1,3,75,3.5,No,No,67,66,NotPlaced
3.38,1,1,0,70,3.8,No,Yes,55,63,NotPlaced
2.89,1,3,0,76,4.4,Yes,No,55,67,NotPlaced
3.56,0,1,1,81,4,No,No,55,73,NotPlaced
3.51,1,1,1,63,4.2,No,No,60,62,NotPlaced
3.38,1,2,0,75,3.5,No,Yes,61,76,NotPlaced
3.42,0,1,0,81,4.3,Yes,Yes,76,71,NotPlaced
3.33,1,3,0,86,4.5,Yes,Yes,90,67,Placed
3.2,1,1,0,70,3.7,No,No,55,58,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,76,85,Placed
3.82,1,3,1,88,4.8,Yes,Yes,80,81,Placed
3.47,1,1,2,65,4.1,No,No,55,66,NotPlaced
3.42,1,1,1,69,4,Yes,Yes,79,85,NotPlaced
3.47,2,3,2,90,4.8,Yes,Yes,84,87,Placed
3.64,1,2,2,77,4.4,Yes,Yes,75,81,Placed
2.98,1,1,1,83,4.3,No,No,55,63,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,81,79,Placed
3.47,2,3,2,90,4.5,Yes,Yes,74,85,Placed
3.02,1,1,1,60,3.9,No,No,62,63,NotPlaced
3.56,2,3,2,89,4.8,Yes,Yes,76,87,Placed
3.73,0,3,0,84,4.2,Yes,Yes,75,82,Placed
3.38,1,2,0,71,4.5,No,Yes,55,64,Placed
3.64,2,3,2,90,4.8,Yes,Yes,70,84,Placed
3.6,2,3,1,81,4.8,Yes,Yes,74,83,NotPlaced
3.29,0,1,1,76,4.3,No,Yes,55,62,NotPlaced
3.73,1,1,0,90,4.7,Yes,Yes,83,85,Placed
3.64,1,3,0,80,4.7,Yes,Yes,75,82,Placed
3.73,1,1,0,74,4.3,Yes,Yes,72,88,NotPlaced
3.64,1,1,0,79,4.5,Yes,Yes,81,63,Placed
3.82,2,3,0,71,4.2,Yes,Yes,79,86,Placed
3.82,1,3,0,89,4.7,Yes,Yes,72,85,Placed
2.89,0,1,0,61,3.7,No,No,55,75,NotPlaced
2.93,1,1,0,64,3.2,Yes,Yes,55,62,NotPlaced
3.02,0,2,1,71,4,No,No,58,70,NotPlaced
3.73,1,1,2,83,4.5,Yes,Yes,68,83,NotPlaced
3.38,0,1,2,71,3.9,No,Yes,61,67,NotPlaced
3.42,1,1,1,66,4.1,No,Yes,58,61,NotPlaced
3.33,1,1,0,70,4.8,No,No,61,72,NotPlaced
3.64,0,3,2,81,4.3,Yes,No,88,84,NotPlaced
3.78,1,3,2,82,4.8,Yes,Yes,76,82,Placed
3.47,1,1,0,74,4.5,No,No,55,62,NotPlaced
3.33,2,2,1,90,4.2,Yes,Yes,82,74,NotPlaced
3.2,0,2,1,86,4.2,Yes,Yes,55,70,NotPlaced
3.73,2,1,2,78,4.1,Yes,Yes,55,64,NotPlaced
3.87,2,2,2,73,4.1,No,Yes,58,66,NotPlaced
2.93,1,1,1,80,4.4,No,Yes,77,68,NotPlaced
3.56,2,3,0,82,4.8,No,Yes,80,84,Placed
3.42,1,2,0,82,4.1,No,Yes,74,74,NotPlaced
3.07,1,2,0,79,4.2,Yes,Yes,77,63,NotPlaced
3.02,1,2,0,82,4,No,Yes,76,87,NotPlaced
2.89,2,3,2,86,4.4,Yes,Yes,76,81,NotPlaced
3.69,1,1,0,78,3.7,No,Yes,55,66,NotPlaced
3.2,0,1,0,66,3.3,No,No,55,67,NotPlaced
2.93,1,2,0,68,3.6,No,No,60,57,NotPlaced
3.78,1,3,0,86,4.6,Yes,No,90,64,Placed
3.33,1,1,1,79,4.4,Yes,Yes,55,67,NotPlaced
3.64,2,1,2,90,4.8,Yes,No,73,70,NotPlaced
3.6,2,3,0,86,3.5,Yes,Yes,75,83,Placed
3.47,2,3,2,90,4.8,Yes,Yes,90,79,Placed
3.69,2,3,2,90,4.8,Yes,Yes,81,86,Placed
3.73,2,3,0,90,4.5,Yes,Yes,87,83,Placed
3.16,2,1,1,77,4.4,No,Yes,75,82,Placed
3.38,1,3,0,70,4.8,No,Yes,59,73,NotPlaced
3.78,2,3,2,90,4.7,Yes,Yes,85,82,Placed
3.42,1,1,1,67,4.4,No,No,56,64,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,71,80,Placed
3.6,1,3,0,77,4.3,No,Yes,71,69,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,79,83,Placed
3.78,2,3,0,88,4.7,Yes,Yes,74,86,Placed
3.69,0,1,2,75,4.2,No,Yes,73,69,NotPlaced
3.69,2,3,2,90,4.5,Yes,Yes,63,82,NotPlaced
3.29,1,1,1,81,3.5,No,Yes,55,64,NotPlaced
3.29,0,1,0,70,3.2,No,Yes,55,57,NotPlaced
3.56,2,3,0,85,4.7,Yes,No,70,88,Placed
2.89,0,1,0,72,3.7,Yes,Yes,63,66,NotPlaced
3.42,1,2,0,77,4.3,No,Yes,55,68,NotPlaced
3.33,1,2,1,73,4.2,Yes,Yes,76,71,NotPlaced
3.29,1,2,1,82,4,No,No,58,62,NotPlaced
3.2,2,1,3,84,3.9,No,Yes,72,68,NotPlaced
3.33,0,1,0,75,4.1,Yes,Yes,72,65,Placed
3.73,1,1,3,89,4.4,Yes,Yes,72,71,Placed
2.98,1,1,1,60,3.3,No,Yes,62,69,Placed
3.6,1,2,1,90,4.7,Yes,Yes,71,72,NotPlaced
2.89,1,1,0,83,3.9,No,Yes,70,69,NotPlaced
3.42,0,1,0,77,4.1,No,Yes,77,71,Placed
3.82,1,3,0,88,4.8,Yes,Yes,80,82,Placed
3.47,1,1,0,82,4.6,Yes,Yes,55,77,Placed
3.24,2,3,2,90,4,Yes,No,85,87,Placed
3.07,0,3,0,85,4.8,No,No,58,58,NotPlaced
3.51,1,3,1,80,4.3,Yes,Yes,74,88,NotPlaced
3.47,0,2,2,85,4.7,Yes,Yes,85,87,Placed
3.47,0,1,2,76,4.3,Yes,No,55,69,NotPlaced
3.78,0,3,0,81,4.1,No,No,73,75,NotPlaced
3.07,2,1,2,90,4.8,Yes,Yes,82,85,Placed
3.02,0,1,2,77,3.6,No,Yes,57,64,NotPlaced
3.47,1,3,0,74,4.2,Yes,No,62,84,NotPlaced
3.51,1,2,1,82,4.5,No,Yes,67,66,NotPlaced
3.64,1,1,2,79,4.2,No,No,78,70,NotPlaced
3.51,1,1,0,78,3.9,Yes,Yes,82,62,NotPlaced
3.24,2,2,0,66,4.1,Yes,Yes,60,70,NotPlaced
2.89,1,1,0,85,3.6,No,No,55,72,NotPlaced
3.69,2,3,0,90,4.6,Yes,Yes,75,71,NotPlaced
3.64,2,2,2,87,4.4,Yes,Yes,78,83,Placed
3.38,1,2,0,82,4.3,No,Yes,64,71,NotPlaced
3.47,1,2,1,81,4.6,Yes,Yes,82,84,NotPlaced
3.07,2,3,1,77,4.3,Yes,Yes,55,81,Placed
3.56,2,1,2,89,4.8,Yes,No,85,88,NotPlaced
2.98,0,3,2,90,4.8,Yes,Yes,76,88,Placed
3.69,0,3,0,87,4.6,Yes,Yes,76,81,Placed
3.38,1,1,1,79,4.3,No,Yes,55,58,NotPlaced
3.24,0,1,1,69,4.6,No,No,58,65,NotPlaced
3.2,1,2,1,75,4.6,Yes,Yes,79,74,NotPlaced
3.33,1,1,1,78,3.9,No,No,55,64,NotPlaced
2.93,1,2,0,83,4.2,No,Yes,82,71,NotPlaced
2.89,1,3,1,73,4.2,No,Yes,59,67,NotPlaced
2.89,2,1,2,68,4.2,No,No,74,63,NotPlaced
2.98,1,2,0,73,4,No,Yes,58,68,Placed
3.51,1,3,0,75,4.1,Yes,No,75,74,NotPlaced
3.69,2,3,2,90,4.4,Yes,Yes,85,85,Placed
3.64,1,3,2,90,4.8,Yes,Yes,88,85,Placed
2.89,1,2,1,78,3.8,No,No,55,62,NotPlaced
3.38,1,1,1,70,4.7,No,Yes,55,69,NotPlaced
3.78,2,3,1,68,4,Yes,Yes,73,70,NotPlaced
3.51,2,3,2,82,4.6,Yes,No,72,87,NotPlaced
3.38,2,1,2,77,4.2,No,No,75,66,NotPlaced
3.29,1,1,1,71,4.4,Yes,Yes,68,66,NotPlaced
3.64,1,2,3,68,4.4,Yes,Yes,75,82,Placed
2.93,1,2,2,83,4.6,Yes,Yes,82,70,NotPlaced
3.73,2,3,2,85,4.7,Yes,Yes,75,88,NotPlaced
3.69,0,3,2,81,4.6,Yes,Yes,80,75,Placed
3.33,1,1,0,71,4.1,Yes,Yes,55,70,NotPlaced
3.29,1,2,0,84,4.5,Yes,Yes,61,66,NotPlaced
3.6,2,3,1,90,4.4,Yes,Yes,79,83,Placed
3.51,1,3,0,78,4.4,No,No,61,66,NotPlaced
2.93,1,3,0,83,4.8,Yes,Yes,76,84,Placed
3.51,2,3,0,81,4.6,Yes,Yes,82,79,NotPlaced
3.78,2,3,1,70,3.9,Yes,Yes,60,71,NotPlaced
3.64,1,1,3,83,4,Yes,Yes,74,83,Placed
3.11,1,1,0,65,4.6,Yes,Yes,58,58,NotPlaced
3.16,2,3,0,80,4.3,Yes,Yes,82,84,Placed
3.38,2,1,1,74,3.7,Yes,Yes,63,70,NotPlaced
3.73,2,3,2,90,4.7,Yes,Yes,73,88,Placed
3.64,1,1,1,74,3.7,No,Yes,60,61,Placed
3.64,1,3,2,90,4.8,Yes,No,79,85,Placed
3.69,2,3,1,83,4.1,Yes,Yes,81,66,NotPlaced
3.29,1,1,1,70,3.8,No,No,56,71,NotPlaced
3.47,1,2,0,83,4.8,Yes,Yes,77,68,Placed
3.73,1,1,1,67,3.5,No,Yes,55,64,NotPlaced
2.89,1,2,1,69,3.7,No,No,66,66,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,77,85,Placed
3.73,2,1,2,90,4.8,Yes,Yes,79,83,Placed
3.73,1,1,0,80,4.6,Yes,Yes,77,82,NotPlaced
3.47,0,1,1,79,4.7,Yes,Yes,82,75,Placed
3.24,1,2,0,82,4.6,Yes,Yes,71,70,NotPlaced
2.93,1,1,0,78,3.7,No,Yes,73,68,NotPlaced
3.78,1,3,2,88,4.7,Yes,Yes,74,88,Placed
3.64,1,2,2,89,4.8,Yes,Yes,83,85,Placed
3.73,2,3,2,90,4.8,Yes,Yes,78,76,Placed
3.64,2,3,2,85,4.8,Yes,No,82,78,NotPlaced
3.42,1,3,2,90,4.5,Yes,Yes,81,86,Placed
3.33,1,3,1,78,4,No,No,75,66,NotPlaced
3.91,2,3,2,90,4.8,Yes,Yes,80,83,Placed
3.73,2,1,2,85,4.1,Yes,Yes,81,66,Placed
2.89,1,1,0,83,3.6,No,Yes,55,70,NotPlaced
3.24,1,1,0,79,4,No,Yes,67,81,NotPlaced
3.33,1,2,0,86,4.8,Yes,Yes,55,71,NotPlaced
3.51,1,3,0,69,4,Yes,Yes,62,70,Placed
3.33,1,3,0,79,4.4,Yes,No,65,64,Placed
3.51,2,3,0,81,3.6,Yes,No,89,86,Placed
3.51,0,1,0,79,4.5,No,No,62,69,Placed
3.47,0,1,2,76,4.3,Yes,Yes,60,73,NotPlaced
3.73,0,3,2,90,4.8,Yes,No,80,82,Placed
3.87,2,3,0,84,4.1,Yes,No,79,83,NotPlaced
3.6,0,3,0,86,4.3,Yes,No,67,57,NotPlaced
3.47,1,2,0,70,4.3,No,Yes,63,63,NotPlaced
3.29,0,1,2,79,4.4,Yes,No,55,68,Placed
3.82,1,3,0,85,4.2,Yes,Yes,68,83,Placed
3.24,1,2,1,83,3.9,Yes,Yes,74,66,Placed
3.29,1,3,1,81,4.7,No,Yes,69,74,NotPlaced
3.64,1,2,1,70,4.4,Yes,Yes,69,82,Placed
3.2,0,2,1,71,3.6,No,No,55,68,NotPlaced
3.82,2,3,2,84,4.8,Yes,Yes,72,86,Placed
3.56,2,3,2,90,4.8,Yes,Yes,89,88,Placed
3.87,2,3,2,90,4.4,Yes,Yes,69,85,Placed
3.24,1,1,0,67,4.3,No,Yes,55,63,NotPlaced
3.24,1,3,1,78,4.5,Yes,Yes,79,78,NotPlaced
3.56,1,3,0,90,3.7,No,Yes,57,66,Placed
3.64,0,1,0,81,4.4,Yes,No,63,77,Placed
3.24,1,1,0,76,4.3,No,No,55,66,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,75,88,Placed
3.87,2,1,3,82,4.5,Yes,Yes,76,73,Placed
3.56,1,1,0,68,4,Yes,Yes,65,71,NotPlaced
3.64,1,1,1,79,4.8,Yes,Yes,55,67,NotPlaced
3.64,2,3,2,85,4.4,Yes,Yes,72,80,Placed
3.16,1,1,1,69,3.4,No,Yes,55,65,NotPlaced
3.38,0,3,0,71,3.9,Yes,Yes,57,75,NotPlaced
3.38,0,2,0,60,3.9,No,No,55,64,NotPlaced
3.64,0,3,0,84,4.7,Yes,No,62,65,Placed
3.38,1,2,1,84,4.4,No,Yes,68,70,NotPlaced
3.73,2,3,0,89,4.1,Yes,Yes,88,71,Placed
3.33,1,1,0,60,3.7,No,Yes,55,60,NotPlaced
3.33,1,2,1,73,4.8,Yes,No,60,77,NotPlaced
3.42,1,1,0,60,3.7,No,Yes,66,63,NotPlaced
2.98,0,1,1,79,3.6,Yes,No,74,70,NotPlaced
3.6,1,3,2,90,4.6,Yes,Yes,70,76,Placed
3.38,0,1,0,72,4,No,No,56,68,NotPlaced
3.87,1,1,2,80,3.6,No,Yes,58,73,Placed
3.87,1,1,1,70,4.1,No,No,68,60,NotPlaced
3.33,1,2,0,68,4.2,Yes,Yes,57,75,NotPlaced
3.2,1,2,0,73,4.2,No,Yes,61,63,NotPlaced
3.56,1,3,2,80,4.8,Yes,Yes,73,87,Placed
3.64,1,2,0,79,4.8,Yes,Yes,78,69,NotPlaced
2.98,0,1,1,84,4.3,No,Yes,56,82,NotPlaced
3.38,0,2,0,68,4.6,No,No,59,65,NotPlaced
3.51,1,3,2,82,4.7,Yes,Yes,83,82,Placed
3.38,0,3,0,86,3.7,Yes,Yes,85,80,Placed
3.47,1,3,0,90,4,Yes,Yes,84,79,Placed
3.64,0,1,1,89,4.7,Yes,Yes,81,74,NotPlaced
3.29,0,1,0,66,3.7,No,No,55,70,NotPlaced
3.29,2,3,0,78,4.8,Yes,Yes,78,71,Placed
3.87,0,3,0,85,4.5,Yes,Yes,77,65,Placed
3.38,1,3,2,84,4,Yes,Yes,77,82,Placed
3.69,1,3,2,90,4.8,Yes,Yes,71,84,Placed
3.2,1,2,1,79,3.2,No,No,57,72,NotPlaced
3.42,1,3,2,78,3.9,Yes,Yes,59,65,NotPlaced
3.51,0,1,1,77,4.2,No,No,55,63,NotPlaced
3.56,1,3,2,85,4.6,Yes,Yes,71,86,Placed
3.11,1,1,1,75,4.2,Yes,Yes,61,64,NotPlaced
3.78,1,1,0,85,4.4,Yes,Yes,71,86,Placed
3.38,1,1,0,74,3.3,No,No,56,69,NotPlaced
3.11,1,1,0,62,4.2,Yes,Yes,69,77,NotPlaced
2.93,0,1,2,68,4.1,No,No,60,65,NotPlaced
3.33,1,1,0,72,3.7,No,Yes,56,68,NotPlaced
3.29,1,1,0,84,4.1,No,No,55,70,NotPlaced
3.33,1,3,2,83,4.3,Yes,Yes,75,81,NotPlaced
3.33,1,3,2,78,4.6,Yes,Yes,72,86,Placed
3.73,1,3,2,90,4.8,Yes,Yes,85,68,Placed
3.64,2,3,2,90,4.8,Yes,Yes,77,83,Placed
3.33,2,3,2,90,4.8,Yes,Yes,84,88,Placed
3.73,2,3,2,84,4.7,Yes,Yes,77,85,Placed
3.6,1,2,0,79,4.5,Yes,Yes,65,76,NotPlaced
3.38,0,1,2,83,4.7,No,Yes,77,69,Placed
3.64,1,3,2,90,4.7,Yes,Yes,69,84,Placed
2.89,1,1,0,68,4.3,Yes,Yes,56,69,NotPlaced
3.73,2,3,2,90,4.7,Yes,Yes,88,80,Placed
3.38,2,3,1,80,4.3,Yes,Yes,57,70,NotPlaced
3.69,1,2,0,89,4.5,Yes,Yes,75,72,NotPlaced
3.6,1,3,2,82,4.2,Yes,Yes,72,67,NotPlaced
3.42,1,3,3,87,3.9,Yes,Yes,80,65,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,70,85,Placed
3.73,2,3,2,90,4.8,Yes,Yes,71,85,Placed
3.33,1,1,0,82,3.6,No,Yes,66,65,NotPlaced
3.42,0,0,1,78,3.7,Yes,Yes,55,62,NotPlaced
3.42,2,2,0,80,4,No,No,55,65,NotPlaced
3.64,1,3,2,90,4.4,Yes,No,74,80,NotPlaced
3.24,1,3,0,82,4.4,Yes,No,77,80,NotPlaced
3.07,0,2,1,78,4.1,No,Yes,55,64,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,76,78,Placed
3.24,2,1,1,79,4.8,Yes,No,58,66,NotPlaced
3.38,1,2,1,87,4.2,No,Yes,75,68,NotPlaced
3.91,1,3,2,90,4.8,Yes,Yes,85,83,Placed
3.33,0,1,1,80,4.1,No,Yes,64,65,NotPlaced
